param_info,stimuli_sequence,trial_number,test_type,fam_duration,mean_sample
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,20.1275
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,22.9675
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBD,8,nov,7,21.365
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBD,7,nov,6,20.4225
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBD,6,nov,5,25.29
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBD,5,nov,4,26.84
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBD,4,nov,3,22.545
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBD,3,nov,2,21.58
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BD,2,nov,1,26.535
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,B,1,fam,0,23.025
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BB,2,fam,1,18.1475
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBB,3,fam,2,14.6175
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBB,4,fam,3,12.6725
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBB,5,fam,4,10.0025
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBB,6,fam,5,8.45
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBB,7,fam,6,7.725
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBB,8,fam,7,6.7575
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBB,9,fam,8,5.875
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBBB,10,fam,9,5.37
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBBD,10,nov,9,16.44
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBD,9,nov,8,21.7625
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBD,8,nov,7,24.6025
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBD,7,nov,6,24.295
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBD,6,nov,5,22.4475
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBD,5,nov,4,25.51
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBD,4,nov,3,26.005
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBD,3,nov,2,25.43
v_2_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BD,2,nov,1,25.99
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,B,1,fam,0,38.3975
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BB,2,fam,1,33.6325
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBB,3,fam,2,32.1425
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBB,4,fam,3,27.195
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,23.4075
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,22.310526315789474
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,18.11
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,16.85
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,15.5225
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,13.705
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,43.4975
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,44.685
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,45.8925
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,49.0525
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,46.9675
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,47.1075
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBD,4,nov,3,41.88
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBD,3,nov,2,46.8825
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BD,2,nov,1,45.2875
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,B,1,fam,0,41.98
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BB,2,fam,1,35.3175
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBB,3,fam,2,32.095
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBB,4,fam,3,27.8525
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBB,5,fam,4,26.8775
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBB,6,fam,5,24.195
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBB,7,fam,6,20.295
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBB,8,fam,7,18.5825
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,16.7725
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,15.41
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,45.52
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,39.015
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBD,8,nov,7,48.505
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBD,7,nov,6,52.945
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBD,6,nov,5,55.3875
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBD,5,nov,4,50.705263157894734
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBBD,4,nov,3,51.6525
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BBD,3,nov,2,49.9575
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BD,2,nov,1,44.9675
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,B,1,fam,0,41.05
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BB,2,fam,1,37.0025
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBB,3,fam,2,33.6825
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBB,4,fam,3,29.3775
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBB,5,fam,4,25.625
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBB,6,fam,5,23.9975
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBB,7,fam,6,21.46
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBB,8,fam,7,19.8575
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBBB,9,fam,8,18.045
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBBBB,10,fam,9,16.5525
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBBBD,10,nov,9,51.2525
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBBD,9,nov,8,51.385
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBD,8,nov,7,53.2025
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBD,7,nov,6,49.925
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBBD,6,nov,5,53.0375
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBBD,5,nov,4,52.3075
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBBD,4,nov,3,52.8725
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BBD,3,nov,2,49.925
v_2_ap_1_bp_10_weig_1e-05_sd_epsilon_1,BD,2,nov,1,45.25
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,B,1,fam,0,22.695
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BB,2,fam,1,18.87
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBB,3,fam,2,14.5025
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBB,4,fam,3,13.3
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,10.495
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,9.355
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,7.9025
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,6.4125
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,7.0825
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,6.1525
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,22.3775
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,21.9475
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,19.3375
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,25.3825
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,18.15
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,24.245
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBD,4,nov,3,27.54
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBD,3,nov,2,26.24
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BD,2,nov,1,24.085
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,B,1,fam,0,25.3225
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BB,2,fam,1,19.775
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBB,3,fam,2,18.4025
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBB,4,fam,3,13.2225
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBB,5,fam,4,11.535
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBB,6,fam,5,10.59
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBB,7,fam,6,7.045
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBBB,8,fam,7,7.95
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,6.585
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,6.4425
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,25.5375
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,20.4075
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBBD,8,nov,7,20.515
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBD,7,nov,6,23.8575
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBD,6,nov,5,29.73
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBD,5,nov,4,31.9675
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBD,4,nov,3,30.4575
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBD,3,nov,2,32.58
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BD,2,nov,1,30.66
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,B,1,fam,0,25.255
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BB,2,fam,1,19.3775
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBB,3,fam,2,17.745
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBB,4,fam,3,12.5675
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBB,5,fam,4,11.7075
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBBB,6,fam,5,9.6275
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBBBB,7,fam,6,8.78
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBBBBB,8,fam,7,7.3175
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBBBBBB,9,fam,8,5.7
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBBBBBBB,10,fam,9,5.695
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBBBBBBD,10,nov,9,25.36
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBBBBBD,9,nov,8,29.24
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBBBBD,8,nov,7,25.33
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBBBD,7,nov,6,29.5475
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBBD,6,nov,5,31.015
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBD,5,nov,4,24.57
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBD,4,nov,3,30.305
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBD,3,nov,2,29.1425
v_2_ap_10_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BD,2,nov,1,30.08
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,B,1,fam,0,41.5475
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BB,2,fam,1,36.595
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBB,3,fam,2,32.775
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBB,4,fam,3,29.445
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,28.0225
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,22.8375
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,21.0325
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,19.0775
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,18.755
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,16.05
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,42.945
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,52.845
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,51.5975
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,52.8575
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,46.34
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,51.165
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBD,4,nov,3,51.48
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBD,3,nov,2,51.25
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BD,2,nov,1,47.1025
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,B,1,fam,0,42.8225
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BB,2,fam,1,38.4875
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBB,3,fam,2,33.43
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBB,4,fam,3,29.55
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBB,5,fam,4,27.7625
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBB,6,fam,5,24.8275
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBB,7,fam,6,25.1775
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBBB,8,fam,7,18.03
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,18.7
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,56.245
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,57.2575
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBBD,8,nov,7,56.035
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBD,7,nov,6,50.535
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBD,6,nov,5,46.495
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBD,5,nov,4,56.2375
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBD,4,nov,3,54.9975
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBD,3,nov,2,55.25
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BD,2,nov,1,53.4675
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,B,1,fam,0,44.3675
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BB,2,fam,1,43.045
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBB,3,fam,2,37.765
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBB,4,fam,3,32.3075
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBB,5,fam,4,31.1625
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBB,6,fam,5,22.345
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBB,7,fam,6,23.17
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBB,8,fam,7,16.8625
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBBB,9,fam,8,15.605
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBBBB,10,fam,9,17.90714285714286
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBBBD,10,nov,9,58.92
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBBD,9,nov,8,56.0875
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBD,8,nov,7,53.9275
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBD,7,nov,6,55.0025
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBD,6,nov,5,60.0275
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBD,5,nov,4,58.9575
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBD,4,nov,3,57.225
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBD,3,nov,2,54.415
v_2_ap_10_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BD,2,nov,1,56.07
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,B,1,fam,0,21.1625
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BB,2,fam,1,16.33
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBB,3,fam,2,13.3475
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBB,4,fam,3,10.6625
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,8.525
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,7.1525
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,7.2675
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,6.71
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,5.425
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,5.0525
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,17.2025
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,19.6025
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,18.0075
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,22.28684210526316
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,23.6825
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,21.72
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBD,4,nov,3,23.68
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBD,3,nov,2,25.4575
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BD,2,nov,1,21.7
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,B,1,fam,0,23.005
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BB,2,fam,1,18.3925
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBB,3,fam,2,15.68
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBB,4,fam,3,12.19
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBB,5,fam,4,11.1725
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBB,6,fam,5,8.9375
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBB,7,fam,6,7.04
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBB,8,fam,7,7.3725
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,6.435
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,4.925
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,24.84
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,24.26
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBD,8,nov,7,22.8525
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBD,7,nov,6,23.84
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBD,6,nov,5,25.6775
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBD,5,nov,4,27.41
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBD,4,nov,3,26.4625
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBD,3,nov,2,28.4975
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BD,2,nov,1,24.015
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,B,1,fam,0,23.705
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BB,2,fam,1,19.0725
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBB,3,fam,2,16.1825
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBB,4,fam,3,12.98421052631579
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBB,5,fam,4,11.4575
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBB,6,fam,5,8.0975
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBB,7,fam,6,7.7675
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBB,8,fam,7,6.9825
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBB,9,fam,8,5.6275
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBBB,10,fam,9,5.315
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBBD,10,nov,9,23.0825
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBD,9,nov,8,26.69
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBD,8,nov,7,22.0025
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBD,7,nov,6,27.04
v_2_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBD,6,nov,5,27.0425
