batch_id,index,sample+n,param_id,trial_id,stim_id
13,1,11,146,7,200
14,2,11,146,7,200
15,3,25,146,7,200
16,0,20,146,7,200
17,1,7,146,7,200
18,2,6,146,7,200
19,3,8,146,7,200
20,0,41,146,7,200
21,1,4,146,7,200
22,2,3,146,7,200
23,3,5,146,7,200
24,0,68,146,7,200
25,1,2,146,7,200
26,2,5,146,7,200
27,3,145,146,7,200
28,0,48,146,7,200
29,1,16,146,7,200
30,2,2,146,7,200
31,3,43,146,7,200
32,0,61,146,7,200
33,1,50,146,7,200
34,2,27,146,7,200
35,3,8,146,7,200
36,0,8,146,7,200
37,1,3,146,7,200
38,2,1,146,7,200
39,3,2,146,7,200
40,0,6,146,7,200
41,1,2,146,7,200
42,2,1,146,7,200
43,3,1,146,7,200
44,0,29,146,7,200
45,1,38,146,7,200
46,2,4,146,7,200
47,3,59,146,7,200
48,0,38,146,7,200
49,1,10,146,7,200
50,2,4,146,7,200
51,3,22,146,7,200
52,0,8,146,7,200
53,1,6,146,7,200
54,2,2,146,7,200
55,3,4,146,7,200
56,0,50,146,7,200
57,1,16,146,7,200
58,2,16,146,7,200
59,3,47,146,7,200
60,0,36,146,7,200
61,1,3,146,7,200
62,2,6,146,7,200
63,3,5,146,7,200
64,0,51,146,7,200
65,1,5,146,7,200
66,2,7,146,7,200
67,3,72,146,7,200
68,0,28,146,7,200
69,1,9,146,7,200
70,2,7,146,7,200
71,3,206,146,7,200
72,0,11,146,7,200
73,1,46,146,7,200
74,2,5,146,7,200
75,3,69,146,7,200
76,0,5,146,7,200
77,1,9,146,7,200
78,2,36,146,7,200
79,3,16,146,7,200
0,0,38,156,7,1732
1,1,21,156,7,1732
2,2,6,156,7,1732
3,3,20,156,7,1732
4,0,47,156,7,1732
5,1,2,156,7,1732
6,2,4,156,7,1732
7,3,28,156,7,1732
8,0,1,156,7,1732
9,1,1,156,7,1732
10,2,49,156,7,1732
11,3,112,156,7,1732
12,0,26,156,7,1732
13,1,3,156,7,1732
14,2,1,156,7,1732
15,3,8,156,7,1732
16,0,1,156,7,1732
17,1,26,156,7,1732
18,2,5,156,7,1732
19,3,4,156,7,1732
20,0,12,156,7,1732
21,1,7,156,7,1732
22,2,7,156,7,1732
23,3,22,156,7,1732
24,0,98,156,7,1732
25,1,17,156,7,1732
26,2,9,156,7,1732
27,3,2,156,7,1732
28,0,2,156,7,1732
29,1,1,156,7,1732
30,2,1,156,7,1732
31,3,1,156,7,1732
32,0,32,156,7,1732
33,1,12,156,7,1732
34,2,2,156,7,1732
35,3,7,156,7,1732
36,0,8,156,7,1732
37,1,3,156,7,1732
38,2,113,156,7,1732
39,3,29,156,7,1732
40,0,54,156,7,1732
41,1,2,156,7,1732
42,2,12,156,7,1732
43,3,42,156,7,1732
44,0,57,156,7,1732
45,1,3,156,7,1732
46,2,4,156,7,1732
47,3,51,156,7,1732
48,0,70,156,7,1732
49,1,5,156,7,1732
50,2,8,156,7,1732
51,3,6,156,7,1732
52,0,49,156,7,1732
53,1,12,156,7,1732
54,2,3,156,7,1732
55,3,10,156,7,1732
56,0,8,156,7,1732
57,1,100,156,7,1732
58,2,7,156,7,1732
59,3,9,156,7,1732
60,0,92,156,7,1732
61,1,30,156,7,1732
62,2,20,156,7,1732
63,3,9,156,7,1732
64,0,12,156,7,1732
65,1,2,156,7,1732
66,2,4,156,7,1732
67,3,1,156,7,1732
68,0,41,156,7,1732
69,1,41,156,7,1732
70,2,6,156,7,1732
71,3,7,156,7,1732
72,0,20,156,7,1732
73,1,78,156,7,1732
74,2,15,156,7,1732
75,3,16,156,7,1732
76,0,45,156,7,1732
77,1,17,156,7,1732
78,2,18,156,7,1732
79,3,15,156,7,1732
0,0,70,90,7,1915
1,1,1,90,7,1915
2,2,3,90,7,1915
3,3,7,90,7,1915
4,0,48,90,7,1915
5,1,2,90,7,1915
6,2,2,90,7,1915
7,3,12,90,7,1915
8,0,2,90,7,1915
9,1,23,90,7,1915
10,2,6,90,7,1915
11,3,2,90,7,1915
12,0,86,90,7,1915
13,1,16,90,7,1915
14,2,9,90,7,1915
15,3,46,90,7,1915
16,0,25,90,7,1915
17,1,1,90,7,1915
18,2,1,90,7,1915
19,3,1,90,7,1915
20,0,3,90,7,1915
21,1,134,90,7,1915
22,2,3,90,7,1915
23,3,78,90,7,1915
24,0,2,90,7,1915
25,1,1,90,7,1915
26,2,2,90,7,1915
27,3,18,90,7,1915
28,0,38,90,7,1915
29,1,2,90,7,1915
30,2,6,90,7,1915
31,3,7,90,7,1915
32,0,123,90,7,1915
33,1,19,90,7,1915
34,2,21,90,7,1915
35,3,45,90,7,1915
36,0,41,90,7,1915
37,1,7,90,7,1915
38,2,6,90,7,1915
39,3,74,90,7,1915
40,0,35,90,7,1915
41,1,4,90,7,1915
42,2,4,90,7,1915
43,3,12,90,7,1915
44,0,18,90,7,1915
45,1,9,90,7,1915
46,2,3,90,7,1915
47,3,12,90,7,1915
48,0,4,90,7,1915
49,1,1,90,7,1915
50,2,1,90,7,1915
51,3,1,90,7,1915
52,0,197,90,7,1915
53,1,83,90,7,1915
54,2,15,90,7,1915
55,3,4,90,7,1915
56,0,53,90,7,1915
57,1,3,90,7,1915
58,2,37,90,7,1915
59,3,4,90,7,1915
60,0,39,90,7,1915
61,1,7,90,7,1915
62,2,10,90,7,1915
63,3,12,90,7,1915
64,0,6,90,7,1915
65,1,20,90,7,1915
66,2,1,90,7,1915
67,3,1,90,7,1915
68,0,32,90,7,1915
69,1,1,90,7,1915
70,2,4,90,7,1915
71,3,3,90,7,1915
72,0,4,90,7,1915
73,1,87,90,7,1915
74,2,8,90,7,1915
75,3,46,90,7,1915
76,0,11,90,7,1915
77,1,11,90,7,1915
78,2,6,90,7,1915
79,3,4,90,7,1915
0,0,18,144,7,694
1,1,27,144,7,694
2,2,48,144,7,694
3,3,6,144,7,694
4,0,1,144,7,694
5,1,3,144,7,694
6,2,5,144,7,694
7,3,14,144,7,694
8,0,70,144,7,694
9,1,9,144,7,694
10,2,9,144,7,694
11,3,19,144,7,694
12,0,10,144,7,694
13,1,3,144,7,694
14,2,1,144,7,694
15,3,43,144,7,694
16,0,116,144,7,694
17,1,20,144,7,694
18,2,14,144,7,694
19,3,15,144,7,694
20,0,54,144,7,694
21,1,1,144,7,694
22,2,1,144,7,694
23,3,60,144,7,694
24,0,8,144,7,694
25,1,38,144,7,694
26,2,4,144,7,694
27,3,43,144,7,694
28,0,8,144,7,694
29,1,6,144,7,694
30,2,4,144,7,694
31,3,18,144,7,694
32,0,5,144,7,694
33,1,7,144,7,694
34,2,2,144,7,694
35,3,122,144,7,694
36,0,67,144,7,694
37,1,14,144,7,694
38,2,8,144,7,694
39,3,6,144,7,694
40,0,48,144,7,694
41,1,12,144,7,694
42,2,10,144,7,694
43,3,3,144,7,694
44,0,26,144,7,694
45,1,44,144,7,694
46,2,2,144,7,694
47,3,4,144,7,694
48,0,41,144,7,694
49,1,15,144,7,694
50,2,18,144,7,694
51,3,59,144,7,694
52,0,55,144,7,694
53,1,5,144,7,694
54,2,4,144,7,694
55,3,75,144,7,694
56,0,4,144,7,694
57,1,3,144,7,694
58,2,24,144,7,694
59,3,35,144,7,694
60,0,18,144,7,694
61,1,33,144,7,694
62,2,1,144,7,694
63,3,3,144,7,694
64,0,30,144,7,694
65,1,13,144,7,694
66,2,9,144,7,694
67,3,25,144,7,694
68,0,1,144,7,694
69,1,1,144,7,694
70,2,5,144,7,694
71,3,11,144,7,694
72,0,2,144,7,694
73,1,1,144,7,694
74,2,19,144,7,694
75,3,12,144,7,694
76,0,31,144,7,694
77,1,30,144,7,694
78,2,13,144,7,694
79,3,6,144,7,694
0,0,32,140,6,780
1,1,16,140,6,780
2,2,4,140,6,780
3,3,11,140,6,780
4,0,34,140,6,780
5,1,7,140,6,780
6,2,3,140,6,780
7,3,1,140,6,780
8,0,35,140,6,780
9,1,3,140,6,780
10,2,5,140,6,780
11,3,7,140,6,780
12,0,58,140,6,780
13,1,22,140,6,780
14,2,2,140,6,780
15,3,1,140,6,780
16,0,2,140,6,780
17,1,1,140,6,780
18,2,1,140,6,780
19,3,1,140,6,780
20,0,11,140,6,780
21,1,13,140,6,780
22,2,28,140,6,780
23,3,7,140,6,780
24,0,49,140,6,780
25,1,10,140,6,780
26,2,8,140,6,780
27,3,7,140,6,780
28,0,24,140,6,780
29,1,36,140,6,780
30,2,3,140,6,780
31,3,26,140,6,780
32,0,21,140,6,780
33,1,7,140,6,780
34,2,2,140,6,780
35,3,6,140,6,780
36,0,49,140,6,780
37,1,38,140,6,780
38,2,10,140,6,780
39,3,2,140,6,780
40,0,12,140,6,780
41,1,4,140,6,780
42,2,7,140,6,780
43,3,4,140,6,780
44,0,42,140,6,780
45,1,9,140,6,780
46,2,6,140,6,780
47,3,4,140,6,780
48,0,47,140,6,780
49,1,12,140,6,780
50,2,9,140,6,780
51,3,2,140,6,780
52,0,53,140,6,780
53,1,12,140,6,780
54,2,6,140,6,780
55,3,6,140,6,780
56,0,83,140,6,780
57,1,24,140,6,780
58,2,20,140,6,780
59,3,17,140,6,780
60,0,91,140,6,780
61,1,4,140,6,780
62,2,1,140,6,780
63,3,3,140,6,780
64,0,70,140,6,780
65,1,6,140,6,780
66,2,9,140,6,780
67,3,6,140,6,780
68,0,52,140,6,780
69,1,5,140,6,780
70,2,5,140,6,780
71,3,6,140,6,780
72,0,32,140,6,780
73,1,4,140,6,780
74,2,5,140,6,780
75,3,2,140,6,780
76,0,21,140,6,780
77,1,13,140,6,780
78,2,2,140,6,780
79,3,3,140,6,780
0,0,50,148,7,1926
1,1,4,148,7,1926
2,2,4,148,7,1926
3,3,99,148,7,1926
4,0,49,148,7,1926
5,1,18,148,7,1926
6,2,21,148,7,1926
7,3,8,148,7,1926
8,0,14,148,7,1926
9,1,2,148,7,1926
10,2,27,148,7,1926
11,3,3,148,7,1926
12,0,28,148,7,1926
13,1,11,148,7,1926
14,2,5,148,7,1926
15,3,3,148,7,1926
16,0,41,148,7,1926
17,1,16,148,7,1926
18,2,10,148,7,1926
19,3,66,148,7,1926
20,0,61,148,7,1926
21,1,7,148,7,1926
22,2,9,148,7,1926
23,3,7,148,7,1926
24,0,84,148,7,1926
25,1,24,148,7,1926
26,2,19,148,7,1926
27,3,28,148,7,1926
28,0,51,148,7,1926
29,1,8,148,7,1926
30,2,3,148,7,1926
31,3,5,148,7,1926
32,0,20,148,7,1926
33,1,11,148,7,1926
34,2,3,148,7,1926
35,3,2,148,7,1926
36,0,56,148,7,1926
37,1,6,148,7,1926
38,2,9,148,7,1926
39,3,70,148,7,1926
40,0,20,148,7,1926
41,1,2,148,7,1926
42,2,1,148,7,1926
43,3,4,148,7,1926
44,0,52,148,7,1926
45,1,18,148,7,1926
46,2,10,148,7,1926
47,3,136,148,7,1926
48,0,43,148,7,1926
49,1,12,148,7,1926
50,2,34,148,7,1926
51,3,1,148,7,1926
52,0,58,148,7,1926
53,1,16,148,7,1926
54,2,9,148,7,1926
55,3,2,148,7,1926
56,0,27,148,7,1926
57,1,4,148,7,1926
58,2,1,148,7,1926
59,3,37,148,7,1926
60,0,49,148,7,1926
61,1,13,148,7,1926
62,2,15,148,7,1926
63,3,93,148,7,1926
64,0,5,148,7,1926
65,1,1,148,7,1926
66,2,2,148,7,1926
67,3,1,148,7,1926
68,0,48,148,7,1926
69,1,6,148,7,1926
70,2,4,148,7,1926
71,3,109,148,7,1926
72,0,45,148,7,1926
73,1,11,148,7,1926
74,2,13,148,7,1926
75,3,56,148,7,1926
76,0,23,148,7,1926
77,1,2,148,7,1926
78,2,24,148,7,1926
79,3,6,148,7,1926
0,0,42,146,7,1658
1,1,11,146,7,1658
2,2,24,146,7,1658
3,3,22,146,7,1658
4,0,6,146,7,1658
5,1,23,146,7,1658
6,2,19,146,7,1658
7,3,4,146,7,1658
8,0,34,146,7,1658
9,1,13,146,7,1658
10,2,14,146,7,1658
11,3,15,146,7,1658
12,0,52,146,7,1658
13,1,5,146,7,1658
14,2,34,146,7,1658
15,3,17,146,7,1658
16,0,61,146,7,1658
17,1,9,146,7,1658
18,2,7,146,7,1658
19,3,124,146,7,1658
20,0,101,146,7,1658
21,1,9,146,7,1658
22,2,13,146,7,1658
23,3,66,146,7,1658
24,0,43,146,7,1658
25,1,40,146,7,1658
26,2,14,146,7,1658
27,3,117,146,7,1658
28,0,57,146,7,1658
29,1,14,146,7,1658
30,2,6,146,7,1658
31,3,22,146,7,1658
32,0,7,146,7,1658
33,1,1,146,7,1658
34,2,1,146,7,1658
35,3,1,146,7,1658
36,0,69,146,7,1658
37,1,17,146,7,1658
38,2,12,146,7,1658
39,3,2,146,7,1658
40,0,63,146,7,1658
41,1,18,146,7,1658
42,2,19,146,7,1658
43,3,16,146,7,1658
44,0,7,146,7,1658
45,1,1,146,7,1658
46,2,1,146,7,1658
47,3,2,146,7,1658
48,0,41,146,7,1658
49,1,6,146,7,1658
50,2,1,146,7,1658
51,3,6,146,7,1658
52,0,56,146,7,1658
53,1,20,146,7,1658
54,2,4,146,7,1658
55,3,117,146,7,1658
56,0,10,146,7,1658
57,1,18,146,7,1658
58,2,40,146,7,1658
59,3,65,146,7,1658
60,0,2,146,7,1658
61,1,40,146,7,1658
62,2,10,146,7,1658
63,3,9,146,7,1658
64,0,42,146,7,1658
65,1,3,146,7,1658
66,2,16,146,7,1658
67,3,93,146,7,1658
68,0,59,146,7,1658
69,1,18,146,7,1658
70,2,19,146,7,1658
71,3,29,146,7,1658
72,0,21,146,7,1658
73,1,5,146,7,1658
74,2,5,146,7,1658
75,3,4,146,7,1658
76,0,38,146,7,1658
77,1,27,146,7,1658
78,2,20,146,7,1658
79,3,22,146,7,1658
0,0,3,90,7,1915
1,1,1,90,7,1915
2,2,6,90,7,1915
3,3,1,90,7,1915
4,0,42,90,7,1915
5,1,15,90,7,1915
6,2,15,90,7,1915
7,3,41,90,7,1915
8,0,55,90,7,1915
9,1,6,90,7,1915
10,2,1,90,7,1915
11,3,83,90,7,1915
12,0,30,90,7,1915
13,1,5,90,7,1915
14,2,3,90,7,1915
15,3,5,90,7,1915
16,0,2,90,7,1915
17,1,5,90,7,1915
18,2,69,90,7,1915
19,3,4,90,7,1915
20,0,38,90,7,1915
21,1,9,90,7,1915
22,2,10,90,7,1915
23,3,1,90,7,1915
24,0,2,90,7,1915
25,1,22,90,7,1915
26,2,7,90,7,1915
27,3,21,90,7,1915
28,0,16,90,7,1915
29,1,8,90,7,1915
30,2,7,90,7,1915
31,3,3,90,7,1915
32,0,22,90,7,1915
33,1,52,90,7,1915
34,2,20,90,7,1915
35,3,8,90,7,1915
36,0,24,90,7,1915
37,1,2,90,7,1915
38,2,2,90,7,1915
39,3,5,90,7,1915
40,0,140,90,7,1915
41,1,10,90,7,1915
42,2,7,90,7,1915
43,3,2,90,7,1915
44,0,74,90,7,1915
45,1,19,90,7,1915
46,2,8,90,7,1915
47,3,5,90,7,1915
48,0,1,90,7,1915
49,1,5,90,7,1915
50,2,3,90,7,1915
51,3,1,90,7,1915
52,0,39,90,7,1915
53,1,25,90,7,1915
54,2,3,90,7,1915
55,3,13,90,7,1915
56,0,69,90,7,1915
57,1,23,90,7,1915
58,2,2,90,7,1915
59,3,69,90,7,1915
60,0,7,90,7,1915
61,1,58,90,7,1915
62,2,64,90,7,1915
63,3,6,90,7,1915
64,0,43,90,7,1915
65,1,37,90,7,1915
66,2,54,90,7,1915
67,3,4,90,7,1915
68,0,1,90,7,1915
69,1,1,90,7,1915
70,2,7,90,7,1915
71,3,1,90,7,1915
72,0,41,90,7,1915
73,1,3,90,7,1915
74,2,3,90,7,1915
75,3,1,90,7,1915
76,0,93,90,7,1915
77,1,4,90,7,1915
78,2,4,90,7,1915
79,3,83,90,7,1915
0,0,47,140,6,780
1,1,5,140,6,780
2,2,35,140,6,780
3,3,24,140,6,780
4,0,17,140,6,780
5,1,30,140,6,780
6,2,7,140,6,780
7,3,6,140,6,780
8,0,43,140,6,780
9,1,3,140,6,780
10,2,1,140,6,780
11,3,1,140,6,780
12,0,32,140,6,780
13,1,18,140,6,780
14,2,3,140,6,780
15,3,12,140,6,780
16,0,5,140,6,780
17,1,3,140,6,780
18,2,1,140,6,780
19,3,1,140,6,780
20,0,53,140,6,780
21,1,7,140,6,780
22,2,4,140,6,780
23,3,2,140,6,780
24,0,40,140,6,780
25,1,7,140,6,780
26,2,4,140,6,780
27,3,13,140,6,780
28,0,69,140,6,780
29,1,4,140,6,780
30,2,3,140,6,780
31,3,6,140,6,780
32,0,40,140,6,780
33,1,8,140,6,780
34,2,3,140,6,780
35,3,3,140,6,780
36,0,26,140,6,780
37,1,8,140,6,780
38,2,4,140,6,780
39,3,5,140,6,780
40,0,42,140,6,780
41,1,15,140,6,780
42,2,12,140,6,780
43,3,11,140,6,780
44,0,67,140,6,780
45,1,27,140,6,780
46,2,13,140,6,780
47,3,4,140,6,780
48,0,29,140,6,780
49,1,35,140,6,780
50,2,18,140,6,780
51,3,7,140,6,780
52,0,40,140,6,780
53,1,4,140,6,780
54,2,5,140,6,780
55,3,6,140,6,780
56,0,77,140,6,780
57,1,5,140,6,780
58,2,10,140,6,780
59,3,3,140,6,780
60,0,33,140,6,780
61,1,9,140,6,780
62,2,5,140,6,780
63,3,9,140,6,780
64,0,54,140,6,780
65,1,4,140,6,780
66,2,29,140,6,780
67,3,19,140,6,780
68,0,61,140,6,780
69,1,9,140,6,780
70,2,14,140,6,780
71,3,7,140,6,780
72,0,55,140,6,780
73,1,7,140,6,780
74,2,9,140,6,780
75,3,4,140,6,780
76,0,37,140,6,780
77,1,3,140,6,780
78,2,6,140,6,780
79,3,6,140,6,780
0,0,58,144,7,694
1,1,18,144,7,694
2,2,21,144,7,694
3,3,13,144,7,694
4,0,8,144,7,694
5,1,3,144,7,694
6,2,8,144,7,694
7,3,103,144,7,694
8,0,191,144,7,694
9,1,22,144,7,694
10,2,51,144,7,694
11,3,38,144,7,694
12,0,7,144,7,694
13,1,18,144,7,694
14,2,4,144,7,694
15,3,15,144,7,694
16,0,48,144,7,694
17,1,9,144,7,694
18,2,5,144,7,694
19,3,9,144,7,694
20,0,54,144,7,694
21,1,23,144,7,694
22,2,14,144,7,694
23,3,54,144,7,694
24,0,38,144,7,694
25,1,8,144,7,694
26,2,13,144,7,694
27,3,11,144,7,694
28,0,31,144,7,694
29,1,3,144,7,694
30,2,6,144,7,694
31,3,29,144,7,694
32,0,1,144,7,694
33,1,1,144,7,694
34,2,1,144,7,694
35,3,1,144,7,694
36,0,66,144,7,694
37,1,14,144,7,694
38,2,2,144,7,694
39,3,64,144,7,694
40,0,15,144,7,694
41,1,28,144,7,694
42,2,25,144,7,694
43,3,46,144,7,694
44,0,46,144,7,694
45,1,27,144,7,694
46,2,14,144,7,694
47,3,17,144,7,694
48,0,4,144,7,694
49,1,23,144,7,694
50,2,13,144,7,694
51,3,3,144,7,694
52,0,84,144,7,694
53,1,3,144,7,694
54,2,2,144,7,694
55,3,1,144,7,694
56,0,13,144,7,694
57,1,18,144,7,694
58,2,7,144,7,694
59,3,8,144,7,694
60,0,1,144,7,694
61,1,2,144,7,694
62,2,1,144,7,694
63,3,1,144,7,694
64,0,6,144,7,694
65,1,1,144,7,694
66,2,63,144,7,694
67,3,22,144,7,694
68,0,1,144,7,694
69,1,33,144,7,694
70,2,56,144,7,694
71,3,8,144,7,694
72,0,25,144,7,694
73,1,10,144,7,694
74,2,4,144,7,694
75,3,2,144,7,694
76,0,79,144,7,694
77,1,47,144,7,694
78,2,3,144,7,694
79,3,9,144,7,694
0,0,9,156,7,1732
1,1,2,156,7,1732
2,2,2,156,7,1732
3,3,12,156,7,1732
4,0,106,156,7,1732
5,1,5,156,7,1732
6,2,4,156,7,1732
7,3,5,156,7,1732
8,0,44,156,7,1732
9,1,6,156,7,1732
10,2,11,156,7,1732
11,3,44,156,7,1732
12,0,67,156,7,1732
13,1,13,156,7,1732
14,2,12,156,7,1732
15,3,62,156,7,1732
16,0,34,156,7,1732
17,1,24,156,7,1732
18,2,11,156,7,1732
19,3,14,156,7,1732
20,0,40,156,7,1732
21,1,3,156,7,1732
22,2,2,156,7,1732
23,3,2,156,7,1732
24,0,28,156,7,1732
25,1,3,156,7,1732
26,2,2,156,7,1732
27,3,56,156,7,1732
28,0,87,156,7,1732
29,1,6,156,7,1732
30,2,15,156,7,1732
31,3,6,156,7,1732
32,0,71,156,7,1732
33,1,18,156,7,1732
34,2,69,156,7,1732
35,3,16,156,7,1732
36,0,15,156,7,1732
37,1,23,156,7,1732
38,2,5,156,7,1732
39,3,119,156,7,1732
40,0,26,156,7,1732
41,1,4,156,7,1732
42,2,2,156,7,1732
43,3,3,156,7,1732
44,0,39,156,7,1732
45,1,5,156,7,1732
46,2,3,156,7,1732
47,3,34,156,7,1732
48,0,121,156,7,1732
49,1,1,156,7,1732
50,2,7,156,7,1732
51,3,59,156,7,1732
52,0,63,156,7,1732
53,1,8,156,7,1732
54,2,1,156,7,1732
55,3,3,156,7,1732
56,0,22,156,7,1732
57,1,26,156,7,1732
58,2,11,156,7,1732
59,3,103,156,7,1732
60,0,7,156,7,1732
61,1,6,156,7,1732
62,2,8,156,7,1732
63,3,8,156,7,1732
64,0,39,156,7,1732
65,1,62,156,7,1732
66,2,11,156,7,1732
67,3,70,156,7,1732
68,0,20,156,7,1732
69,1,2,156,7,1732
70,2,2,156,7,1732
71,3,2,156,7,1732
72,0,93,156,7,1732
73,1,31,156,7,1732
74,2,26,156,7,1732
75,3,12,156,7,1732
76,0,65,156,7,1732
77,1,6,156,7,1732
78,2,67,156,7,1732
79,3,75,156,7,1732
0,0,106,148,7,1765
1,1,12,148,7,1765
2,2,13,148,7,1765
3,3,15,148,7,1765
4,0,41,148,7,1765
5,1,4,148,7,1765
6,2,11,148,7,1765
7,3,52,148,7,1765
8,0,78,148,7,1765
9,1,31,148,7,1765
10,2,28,148,7,1765
11,3,15,148,7,1765
12,0,45,148,7,1765
13,1,18,148,7,1765
14,2,7,148,7,1765
15,3,1,148,7,1765
16,0,22,148,7,1765
17,1,8,148,7,1765
18,2,10,148,7,1765
19,3,38,148,7,1765
20,0,74,148,7,1765
21,1,10,148,7,1765
22,2,5,148,7,1765
23,3,52,148,7,1765
24,0,23,148,7,1765
25,1,6,148,7,1765
26,2,5,148,7,1765
27,3,32,148,7,1765
28,0,15,148,7,1765
29,1,24,148,7,1765
30,2,9,148,7,1765
31,3,23,148,7,1765
32,0,42,148,7,1765
33,1,16,148,7,1765
34,2,20,148,7,1765
35,3,11,148,7,1765
36,0,20,148,7,1765
37,1,6,148,7,1765
38,2,3,148,7,1765
39,3,5,148,7,1765
40,0,6,148,7,1765
41,1,6,148,7,1765
42,2,20,148,7,1765
43,3,29,148,7,1765
44,0,67,148,7,1765
45,1,1,148,7,1765
46,2,20,148,7,1765
47,3,9,148,7,1765
48,0,38,148,7,1765
49,1,6,148,7,1765
50,2,1,148,7,1765
51,3,1,148,7,1765
52,0,62,148,7,1765
53,1,14,148,7,1765
54,2,5,148,7,1765
55,3,81,148,7,1765
56,0,13,148,7,1765
57,1,4,148,7,1765
58,2,5,148,7,1765
59,3,6,148,7,1765
60,0,14,148,7,1765
61,1,3,148,7,1765
62,2,1,148,7,1765
63,3,1,148,7,1765
64,0,21,148,7,1765
65,1,6,148,7,1765
66,2,4,148,7,1765
67,3,5,148,7,1765
68,0,24,148,7,1765
69,1,76,148,7,1765
70,2,2,148,7,1765
71,3,12,148,7,1765
72,0,55,148,7,1765
73,1,20,148,7,1765
74,2,3,148,7,1765
75,3,132,148,7,1765
76,0,36,148,7,1765
77,1,3,148,7,1765
78,2,5,148,7,1765
79,3,1,148,7,1765
0,0,27,146,7,1658
1,1,23,146,7,1658
2,2,1,146,7,1658
3,3,26,146,7,1658
4,0,17,146,7,1658
5,1,10,146,7,1658
6,2,9,146,7,1658
7,3,19,146,7,1658
8,0,40,146,7,1658
9,1,20,146,7,1658
10,2,1,146,7,1658
11,3,48,146,7,1658
12,0,28,146,7,1658
13,1,16,146,7,1658
14,2,7,146,7,1658
15,3,11,146,7,1658
16,0,14,146,7,1658
17,1,48,146,7,1658
18,2,44,146,7,1658
19,3,15,146,7,1658
20,0,41,146,7,1658
21,1,3,146,7,1658
22,2,13,146,7,1658
23,3,6,146,7,1658
24,0,16,146,7,1658
25,1,22,146,7,1658
26,2,9,146,7,1658
27,3,27,146,7,1658
28,0,64,146,7,1658
29,1,16,146,7,1658
30,2,6,146,7,1658
31,3,11,146,7,1658
32,0,7,146,7,1658
33,1,3,146,7,1658
34,2,3,146,7,1658
35,3,8,146,7,1658
36,0,45,146,7,1658
37,1,27,146,7,1658
38,2,14,146,7,1658
39,3,52,146,7,1658
40,0,30,146,7,1658
41,1,4,146,7,1658
42,2,4,146,7,1658
43,3,80,146,7,1658
44,0,45,146,7,1658
45,1,26,146,7,1658
46,2,9,146,7,1658
47,3,31,146,7,1658
48,0,25,146,7,1658
49,1,10,146,7,1658
50,2,16,146,7,1658
51,3,6,146,7,1658
52,0,47,146,7,1658
53,1,2,146,7,1658
54,2,2,146,7,1658
55,3,5,146,7,1658
56,0,25,146,7,1658
57,1,9,146,7,1658
58,2,4,146,7,1658
59,3,2,146,7,1658
60,0,51,146,7,1658
61,1,12,146,7,1658
62,2,4,146,7,1658
63,3,32,146,7,1658
64,0,32,146,7,1658
65,1,3,146,7,1658
66,2,8,146,7,1658
67,3,6,146,7,1658
68,0,46,146,7,1658
69,1,34,146,7,1658
70,2,4,146,7,1658
71,3,90,146,7,1658
72,0,22,146,7,1658
73,1,40,146,7,1658
74,2,6,146,7,1658
75,3,11,146,7,1658
76,0,16,146,7,1658
77,1,38,146,7,1658
78,2,41,146,7,1658
79,3,18,146,7,1658
0,0,40,140,6,260
1,1,17,140,6,260
2,2,8,140,6,260
3,3,1,140,6,260
4,0,26,140,6,260
5,1,4,140,6,260
6,2,1,140,6,260
7,3,5,140,6,260
8,0,28,140,6,260
9,1,14,140,6,260
10,2,11,140,6,260
11,3,4,140,6,260
12,0,63,140,6,260
13,1,6,140,6,260
14,2,8,140,6,260
15,3,3,140,6,260
16,0,54,140,6,260
17,1,13,140,6,260
18,2,19,140,6,260
19,3,3,140,6,260
20,0,62,140,6,260
21,1,3,140,6,260
22,2,7,140,6,260
23,3,1,140,6,260
24,0,12,140,6,260
25,1,5,140,6,260
26,2,11,140,6,260
27,3,1,140,6,260
28,0,10,140,6,260
29,1,73,140,6,260
30,2,13,140,6,260
31,3,10,140,6,260
32,0,59,140,6,260
33,1,26,140,6,260
34,2,9,140,6,260
35,3,7,140,6,260
36,0,26,140,6,260
37,1,4,140,6,260
38,2,5,140,6,260
39,3,3,140,6,260
40,0,21,140,6,260
41,1,62,140,6,260
42,2,5,140,6,260
43,3,8,140,6,260
44,0,13,140,6,260
45,1,8,140,6,260
46,2,2,140,6,260
47,3,1,140,6,260
48,0,64,140,6,260
49,1,6,140,6,260
50,2,5,140,6,260
51,3,9,140,6,260
52,0,7,140,6,260
53,1,25,140,6,260
54,2,2,140,6,260
55,3,5,140,6,260
56,0,23,140,6,260
57,1,58,140,6,260
58,2,16,140,6,260
59,3,1,140,6,260
60,0,20,140,6,260
61,1,3,140,6,260
62,2,23,140,6,260
63,3,11,140,6,260
64,0,43,140,6,260
65,1,5,140,6,260
66,2,1,140,6,260
67,3,10,140,6,260
68,0,27,140,6,260
69,1,22,140,6,260
70,2,1,140,6,260
71,3,5,140,6,260
72,0,17,140,6,260
73,1,9,140,6,260
74,2,3,140,6,260
75,3,2,140,6,260
76,0,63,140,6,260
77,1,10,140,6,260
78,2,1,140,6,260
79,3,2,140,6,260
0,0,23,144,7,92
1,1,4,144,7,92
2,2,3,144,7,92
3,3,5,144,7,92
